"w","gs"
0.304823886078692,0.02896416727499
0.311775647217905,0.0477503612293504
0.318727408357118,0.0673102664255178
0.325679169496331,0.0856575778371064
0.332630930635544,0.102305404375329
0.339582691774758,0.117384394648496
0.346534452913971,0.131097436668934
0.353486214053184,0.143594023557646
0.360437975192397,0.154976247320175
0.36738973633161,0.165321612134802
0.374341497470823,0.17469833698834
0.381293258610036,0.18317264102003
0.388245019749249,0.190811156772948
0.395196780888462,0.197680884040218
0.402148542027675,0.203848083177821
0.409100303166888,0.209377048274388
0.416052064306101,0.214329044660182
0.423003825445314,0.21876159942211
0.429955586584528,0.222728020218191
0.436907347723741,0.226277200534039
0.443859108862954,0.229453606585144
0.450810870002167,0.232297448741767
0.45776263114138,0.2348448251114
0.464714392280593,0.237128133160679
0.471666153419806,0.239176235643321
0.478617914559019,0.241014874756034
0.485569675698232,0.242666934918712
0.492521436837445,0.244152741668652
0.499473197976658,0.245490302477516
0.506424959115871,0.24669563318726
0.513376720255085,0.247782905013288
0.520328481394298,0.248764710216368
0.527280242533511,0.249652211722763
0.534232003672724,0.250455301551636
0.541183764811937,0.251182767182259
0.54813552595115,0.25184243493576
0.555087287090363,0.252441234391371
0.562039048229576,0.25298536519597
0.568990809368789,0.253480296109324
0.575942570508002,0.253930963278599
0.582894331647215,0.254341719356934
0.589846092786428,0.254716484510139
0.596797853925641,0.255058733484988
0.603749615064854,0.255371599512037
0.610701376204068,0.255657874262534
0.617653137343281,0.255920067084545
0.624604898482494,0.256160418320936
0.631556659621707,0.25638095059179
0.63850842076092,0.256583471145039
0.645460181900133,0.256769635996445
0.652411943039346,0.256940893173541
0.659363704178559,0.257098568288153
0.666315465317772,0.257243875392983
0.673267226456985,0.257377893792567
0.680218987596198,0.257501586346244
0.687170748735412,0.257615845474143
0.694122509874625,0.25772147258594
0.701074271013838,0.257819190543372
0.708026032153051,0.257909666476108
0.714977793292264,0.257993507227594
0.721929554431477,0.258071222279456
0.72888131557069,0.258143345999758
0.735833076709903,0.258210297308043
0.742784837849116,0.258272526402919
0.749736598988329,0.258330381003288
0.756688360127542,0.258384205078331
0.763640121266755,0.258434315389755
0.770591882405968,0.258480994214783
0.777543643545181,0.258524515005285
0.784495404684395,0.258565101858668
0.791447165823608,0.25860299078577
0.798398926962821,0.258638367194907
0.805350688102034,0.258671431781993
0.812302449241247,0.258702334439168
0.81925421038046,0.258731256895792
0.826205971519673,0.258758336649755
0.833157732658886,0.258783675888846
0.840109493798099,0.258807438895232
0.847061254937312,0.258829699383391
0.854013016076525,0.258850599534917
0.860964777215738,0.258870188624991
0.867916538354952,0.258888616616663
0.874868299494165,0.258905918859281
0.881820060633378,0.258922170005279
0.888771821772591,0.258937469180022
0.895723582911804,0.258951851679091
0.902675344051017,0.258965393530537
0.90962710519023,0.258978150264596
0.916578866329443,0.25899016559939
0.923530627468656,0.259001491104682
0.930482388607869,0.259012171163961
0.937434149747082,0.259022243095008
0.944385910886295,0.259031766092496
0.951337672025508,0.259040732255841
0.958289433164721,0.259049208758354
0.965241194303935,0.259057230092319
0.972192955443148,0.259064811935393
0.979144716582361,0.259071968549038
0.986096477721574,0.259078756221003
0.993048238860787,0.25908517463118
1,0.25909125205472
