"ps","gs"
-5.09476220098748,0.0289641672721745
-4.05925930884967,0.0574015073797578
-3.27067271592609,0.0848366614496954
-2.662178046652,0.108385900432896
-2.18701013382949,0.128546422330487
-1.81189579556444,0.145956518226192
-1.51280184628214,0.161020901900457
-1.2721281360353,0.174030501201881
-1.07682135190289,0.185234194130844
-0.917086741199698,0.194860891777382
-0.785494926186092,0.203121922598336
-0.676354006370326,0.210208841817558
-0.585262452674633,0.216291824583422
-0.508786917430294,0.221519376883193
-0.44422746537912,0.226019463509517
-0.389444720172126,0.229901385505741
-0.342731354420755,0.233257868835722
-0.302715672251669,0.236167278502526
-0.268288647178343,0.238695760357552
-0.238548261760085,0.240899039384847
-0.212756721509404,0.242824078643654
-0.190307327589705,0.244510543609043
-0.170698652483579,0.245991886107636
-0.153514278209195,0.247296462448095
-0.138406801124959,0.248448286370669
-0.125085131072336,0.249467793197061
-0.113304350254118,0.250372362906389
-0.102857573036634,0.251176878393694
-0.0935693788397706,0.251893999213373
-0.0852904885359286,0.25253468370304
-0.0778934289757131,0.253108294003104
-0.0712689866378629,0.253622950011304
-0.0653232944991686,0.254085632481107
-0.0599754293549552,0.254502400753424
-0.0551554224356067,0.254878530019156
-0.0508026060707282,0.255218621280164
-0.0468642347005232,0.255526656603841
-0.0432943307370228,0.255806145853502
-0.0400527154003288,0.256060150292695
-0.0371041922768561,0.25629139803824
-0.0344178574097904,0.256502220407701
-0.0319665145754758,0.256694722446571
-0.0297261782841252,0.256870773608113
-0.0276756501710185,0.257031991633911
-0.025796156972121,0.257179845202338
-0.0240710403283126,0.257315614414156
-0.0224854903311804,0.257440449040889
-0.021026316086184,0.257555383131018
-0.0196817476856566,0.257661336263725
-0.0184412649019448,0.257759104990758
-0.0172954486677228,0.257849447738755
-0.0162358520362724,0.257933016332503
-0.0152548878334728,0.258010403765955
-0.0143457306448114,0.258082143952944
-0.0135022311406092,0.258148718284601
-0.0127188410435446,0.258210561451521
-0.0119905472947714,0.258268070221393
-0.0113128141868654,0.258321596552426
-0.0106815324103543,0.258371451207645
-0.010092974111318,0.258417933474213
-0.00954375318510352,0.258461340785311
-0.00903079013938079,0.258501879558751
-0.00855128095172609,0.258539771921415
-0.00810266942523936,0.258575251607299
-0.00768262261255779,0.258608435067381
-0.00728900893580093,0.258639557219918
-0.00691987867897614,0.258668735063876
-0.0065734465714365,0.258696127720118
-0.00624807621716299,0.258721862626246
-0.00594226615581919,0.258746047875644
-0.00565463736843948,0.25876880501531
-0.00538392206388278,0.258790206516814
-0.00512895360234214,0.258810378454211
-0.00488865742968911,0.258829384909265
-0.00466204291163015,0.258847324731654
-0.00444819596988074,0.258864247046868
-0.00424627243409401,0.258880212737605
-0.00405549203334869,0.258895308458021
-0.00387513295980286,0.258909591031232
-0.00370452694482768,0.258923080923292
-0.00354305479469297,0.258935855459149
-0.00339014233881029,0.258947969004823
-0.0032452567487563,0.258959427548087
-0.00310790319089247,0.258970306250395
-0.00297762177944595,0.258980614017716
-0.00285398480049079,0.258990392341866
-0.00273659418042695,0.258999688110212
-0.00262507917534944,0.259008506316249
-0.00251909426017593,0.259016904802037
-0.00241831719859722,0.259024895577122
-0.00232244727686498,0.259032475539282
-0.00223120368616459,0.259039706385554
-0.00214432403986391,0.259046576739567
-0.00206156301330309,0.259053128753799
-0.00198269109501664,0.259059372999976
-0.00190749343937322,0.259065322637826
-0.00183576881159715,0.259071005156003
-0.00176732861701043,0.259076419988606
-0.00170199600711817,0.259081596595416
-0.0016396050558624,0.259086536519361
-0.00158,0.25909125205472
